coreid,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Quaternary,Binary
2017[Zr][fcu]3[ASR]1,467.3186,860.2752,4181.3352,3624.384,12080,33024,71424,90624,50,144,408,528,600,2112,4272,5664,38.3972,134.904,292.8912,431.6928,1.7689,36.6016,20.6416,105.07,1600,2560,7360,7360,1,8,8,24,64,160,352,448,2.3716,8.9936,14.2296,27.2272,0,-16.88,-4.88,-47.08,0,256,136,776,0,0,0,0,0,44,20,136,0,6.48,3.08,19.28,305.476,579.258,901.5844,1158.4446,1452,2784,4144,4916,40,84,128,162,212,520,712,722,19.4728,44.2596,64.8096,75.661,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,15.8404,10.149,20.298,46.2874,81,54,108,243,1,1,2,4,1,3,6,9,0.5041,0.5467,1.0934,2.1442,13.9876,42.262,84.524,140.7736,0,1.43,2.86,4.29,0,3,6,9,0,0,0,0,0,-2,-4,-5,0,-0.06,-0.12,-0.18,0,-7.56,-15.12,-22.68,1,0
2017[Zr][fcu]3[ASR]2,467.3186,860.2752,4181.3352,3624.384,12080,33024,71424,90624,50,144,408,528,600,2112,4272,5664,38.3972,134.904,292.8912,431.6928,1.7689,36.6016,20.6416,105.07,1600,2560,7360,7360,1,8,8,24,64,160,352,448,2.3716,8.9936,14.2296,27.2272,0,-16.88,-4.88,-47.08,0,256,136,776,0,0,0,0,0,44,20,136,0,6.48,3.08,19.28,203.0994,407.031,609.1504,721.457,912,1848,2560,2576,30,62,92,114,154,372,500,500,13.899,31.5854,44.2044,48.6658,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Ag][hcb]2[ASR]1,138.8808,300.3396,432.37,494.156,5124,5184,8956,7072,18,40,60,64,100,244,348,360,12.4592,27.5716,43.8972,42.9248,3.7249,17.6016,32.3661,56.9736,2209,987,1833,3243,1,3,6,11,9,27,51,105,1.6384,2.88,5.8368,10.7648,0,-3.33,-5.19,-8.29,0,120,243,448,0,0,0,0,0,0,1,-2,0,1.59,3.12,5.67,262.9396,606.5768,986.6734,1181.73,1030,2528,3676,3588,42,92,152,188,244,622,912,958,17.4234,44.2628,67.8804,73.8372,9.2416,16.9936,29.9136,38.86133333,49,91,161,142.3333333,1,2,3.666666667,5.333333333,4,11.33333333,22,23.33333333,0.5625,1.14,2.1025,2.38,54.76,138.38,277.7466667,328.682766,0,0.49,1.306666667,3.43,0,1,2.666666667,17,0,0,0,0,0,-1.666666667,-3.666666667,-1,0,-0.02,-0.053333333,0.826666667,0,-3.9,-10.4,-4.949923333,9.2416,23.15466667,35.25386667,35.112,49,123.6666667,151.6666667,161,1,2.666666667,4.666666667,4.666666667,7.333333333,20.33333333,30.66666667,32.33333333,0.5625,1.515,2.29,2.395,54.76,174.8866667,313.5834853,339.9592807,0,0.49,2.59,2.636666667,0,1,11,9.666666667,0,0,0,0,0,0,1.666666667,0.333333333,0,-0.02,0.446666667,0.306666667,0,-3.9,-7.842813333,-11.40711,1,0
2018[Al][nan]3[ASR]1,318.4204,607.0912,1818.1544,2311.68,2248,6592,12760,15872,36,88,192,304,280,824,1480,1904,22.2992,64.2984,123.6808,176.1344,2.5921,33.2304,28.6902,71.806,169,624,676,1352,1,6,8,14,36,84,156,204,1.5876,5.5188,7.9884,13.0788,0,-10.98,-4.94,-22.06,0,30,52,78,0,0,0,0,0,22,22,50,0,3.18,3.74,7.26,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,11.8336,2.924,6.868533333,5.848,64,16,37.33333333,32,1,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.5329,0.187366667,0.365,0.374733333,28.09,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2018[Al][nan]3[ASR]2,318.4204,607.0912,1818.1544,2311.68,2248,6592,12760,15872,36,88,192,304,280,824,1480,1904,22.2992,64.2984,123.6808,176.1344,2.5921,33.2304,28.6902,71.806,169,624,676,1352,1,6,8,14,36,84,156,204,1.5876,5.5188,7.9884,13.0788,0,-10.98,-4.94,-22.06,0,30,52,78,0,0,0,0,0,22,22,50,0,3.18,3.74,7.26,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,11.8336,2.924,6.868533333,5.848,64,16,37.33333333,32,1,0.333333333,0.666666667,0.666666667,0.333333333,1,1.333333333,2,0.5329,0.187366667,0.365,0.374733333,28.09,19.96333333,29.32666667,39.92666667,0,0.296666667,0.296666667,0.593333333,0,0.666666667,0.666666667,1.333333333,0,0,0,0,0,-0.666666667,-0.666666667,-1.333333333,0,-0.013333333,-0.013333333,-0.026666667,0,-2,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2018[Bi][nan]3[ASR]1,101.092,188.6496,396.216,315.792,7417,8544,5904,1728,11,24,38,36,70,184,192,104,7.8491,19.9728,25.2886,20.2356,4.0804,41.6928,20.604,34.5016,6889,3984,1992,3320,1,6,4,6,36,72,72,84,2.2801,6.6138,4.6508,6.8554,0,-8.52,-2.12,-4.96,0,450,308,458,0,0,0,0,0,24,12,22,0,4.68,2.96,4.52,402.8738,836.502,1341.2108,1727.749,1754,3720,5600,6328,60,128,204,274,332,840,1244,1474,26.886,64.3104,97.8028,119.677,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,2,1
2018[Cd][dia]3[ASR]3,99.8677,175.0272,389.484,315.792,2832,5184,4224,1728,11,24,38,36,70,184,192,104,7.7594,19.71,25.1038,20.2356,2.8561,34.8816,17.238,28.8652,2304,2304,1152,1920,1,6,4,6,36,72,72,84,2.1904,6.4824,4.5584,6.7192,0,-10.5,-3.44,-6.94,0,240,168,248,0,0,0,0,0,24,12,22,0,4.5,2.84,4.34,413.6414,849.179,1383.9696,1851.314,1958,4040,6504,8012,56,122,196,268,318,818,1260,1532,26.9496,63.9586,100.8276,130.0356,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.3584,12.81486667,25.84262667,31.70613333,61.25,63.76666667,139.8666667,156.1333333,1,1.55,2.733333333,3.833333333,3.016666667,8.316666667,12.61666667,17.73333333,0.538326667,0.826191667,1.523853333,2.010946667,32.9795,99.28057522,151.6333333,235.0000337,0,1.223666667,1.086166667,3.090833333,0,3.466666667,2.366666667,9.133333333,0,0,0,0,0,-1.266666667,-1.45,-3.633333333,0,0.022333333,-0.047333333,0.092333333,0,-6.899636833,-7.76,-16.5689105,2,1
2018[Cd][dia]3[ASR]4,107.6887,199.2512,405.532,474.912,2874,5136,5362,2592,13,28,46,56,82,224,262,168,9.0044,22.2,32.3266,31.724,2.8561,33.5296,25.857,43.5682,2304,2208,1728,2496,1,6,6,10,36,84,108,168,2.1904,6.5416,6.8376,10.1528,0,-9.7,-5.16,-8.88,0,242,252,428,0,0,0,0,0,22,18,32,0,4.46,4.26,7.94,157.2379,330.633,527.9744,594.413,631,1368,1976,1874,24,50,80,92,130,318,442,460,9.9448,23.8238,34.9376,37.156,10.9696,11.016,24.21493333,23.19733333,59,60,121.3333333,87.33333333,1,1.333333333,2.666666667,3,2,6,10,8.666666667,0.542766667,0.759733333,1.395,1.311966667,36.98,95.67333333,143.7708713,152.1968187,0,0.92,1.2,2.47,0,2,4,11,0,0,0,0,0,-2,-2.333333333,-1.666666667,0,-0.04,0.086666667,0.446666667,0,-6.6,-5.635703333,-5.442813333,9.2416,23.256,46.9376,55.632,49,126,224,126,1,3,6,8,9,27,48,36,0.5625,1.7325,3.15,2.82,54.76,250.86,422.592614,367.355684,0,1.47,2.8,6.02,0,3,10,38,0,0,0,0,0,0,2,12,0,-0.06,0.3,2.24,0,-11.7,-12.70711,9.55734,1,0
2018[Cd][dia]3[ASR]5,107.6887,199.2512,405.532,474.912,2874,5136,5362,2592,13,28,46,56,82,224,262,168,9.0044,22.2,32.3266,31.724,2.8561,33.5296,25.857,43.5682,2304,2208,1728,2496,1,6,6,10,36,84,108,168,2.1904,6.5416,6.8376,10.1528,0,-9.7,-5.16,-8.88,0,242,252,428,0,0,0,0,0,22,18,32,0,4.46,4.26,7.94,157.2379,330.633,527.9744,594.413,631,1368,1976,1874,24,50,80,92,130,318,442,460,9.9448,23.8238,34.9376,37.156,10.9696,11.016,24.21493333,23.19733333,59,60,121.3333333,87.33333333,1,1.333333333,2.666666667,3,2,6,10,8.666666667,0.542766667,0.759733333,1.395,1.311966667,36.98,95.67333333,143.7708713,152.1968187,0,0.92,1.2,2.47,0,2,4,11,0,0,0,0,0,-2,-2.333333333,-1.666666667,0,-0.04,0.086666667,0.446666667,0,-6.6,-5.635703333,-5.442813333,9.2416,23.256,46.9376,55.632,49,126,224,126,1,3,6,8,9,27,48,36,0.5625,1.7325,3.15,2.82,54.76,250.86,422.592614,367.355684,0,1.47,2.8,6.02,0,3,10,38,0,0,0,0,0,0,2,12,0,-0.06,0.3,2.24,0,-11.7,-12.70711,9.55734,1,0
2018[Cd][gis]3[ASR]1,318.326,632.8648,1272.5872,1829.8192,11824,23424,42992,42912,44,96,176,256,272,744,1192,1456,33.6616,82.5464,152.6744,205.5904,2.8561,26.0936,31.5692,83.655,2304,2640,6336,5856,1,5,8,18,25,65,140,225,2.1904,6.2604,11.2184,19.1808,0,-6.99,-5.16,-19.08,0,185,252,742,0,0,0,0,0,12,12,45,0,3.17,4.26,13.68,155.3789,358.632,573.3172,648.1682,671,1620,2410,2534,24,54,86,100,140,354,528,558,10.916,27.4582,41.9374,45.326,9.2416,15.504,30.44053333,33.87573333,49,84,135.3333333,163.3333333,1,2,4,4.333333333,4,12,19.33333333,22,0.5625,1.155,2.005,2.2925,54.76,167.24,274.592614,309.6017427,0,0.98,2.146666667,2.03,0,2,8.666666667,7,0,0,0,0,0,-2,-1.666666667,-2.333333333,0,-0.04,0.326666667,0.193333333,0,-7.8,-7.50711,-9.771406667,9.2416,15.504,31.4336,23.256,49,84,140,126,1,2,4,3,4,12,18,18,0.5625,1.155,1.995,1.7325,54.76,167.24,255.352614,250.86,0,0.98,1.82,1.47,0,2,8,3,0,0,0,0,0,-2,-1,-3,0,-0.04,0.34,-0.06,0,-7.8,-4.90711,-11.7,0,0
2018[Cd][nan]3[ASR]15,63.1955,116.6848,159.2412,70.176,2632,3456,1920,384,7,16,16,8,40,96,80,32,5.5078,13.14,10.9532,4.4968,2.8561,23.2544,8.619,8.619,2304,1536,576,576,1,4,2,2,16,32,24,24,2.1904,4.3216,2.2792,2.2792,0,-7,-1.72,-1.72,0,160,84,84,0,0,0,0,0,8,2,2,0,3,1.42,1.42,214.2527,413.967,650.6166,793.956,995,1932,2880,3066,29,60,92,116,152,372,516,552,13.5821,30.7692,44.9468,51.3524,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,17.544,35.088,66.564,64,96,192,264,1,2,4,8,4,12,24,36,0.5329,1.1242,2.2484,3.6208,28.09,119.78,239.56,371.113049,0,1.78,3.56,8.17,0,4,8,31,0,0,0,0,0,-2,-4,-2,0,-0.08,-0.16,0.88,0,-12,-24,-27.62133,3,1
2018[Cd][nan]3[ASR]17,428.8502,758.4512,1437.5504,1554.4672,16064,22464,20480,19776,48,104,152,188,264,640,784,832,36.4842,85.41,110.1224,122.2604,2.8561,25.19226667,17.238,38.55453333,2304,1664,1152,2560,1,4.333333333,4,7.666666667,19,38,52,79.33333333,2.1904,4.681733333,4.5584,8.519866667,0,-7.583333333,-3.44,-9.856666667,0,173.3333333,168,314.6666667,0,0,0,0,0,10.33333333,5.333333333,14.66666667,0,3.25,2.84,5.59,273.3186,535.6372,849.3722,1000.94,1314,2584,3950,4142,36,76,118,146,194,480,692,754,17.5812,40.0568,60.0442,68.623,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,10.084,15.49122,26.98426,24.6486,53.875,77.025,138.775,127.275,1,1.9,3.125,3.125,4.15,10.425,15.7,17.925,0.55288,1.017995,1.7041875,1.7271775,46.09225,126.8685881,198.2688381,234.5778382,0,0.91925,1.13975,1.87,0,2.9,3.35,4.9,0,0,0,0,0,-0.875,-1.325,-2.65,0,0.0545,0.0455,0.0145,0,-4.80909975,-6.56409975,-12.02409975,2,1
2018[Cd][nan]3[ASR]6,145.5521,280.016,684.5044,580.4426667,4605.333333,8576,10282.66667,7872,15.66666667,38.66666667,67.33333333,70.66666667,119.3333333,333.3333333,446,413.3333333,11.39126667,32.10053333,46.18126667,46.6324,2.8561,34.8816,19.52288,40.4924,2304,2304,2995.2,2688,1,6,4.8,8,36,76.8,100.8,122.4,2.1904,6.4824,6.31072,8.88,0,-10.5,-3.44,-10.44,0,240,168,328,0,0,0,0,0,23.2,12,27.6,0,4.5,2.84,5.84,286.1238,564.672,901.5908,1133.149,1314,2616,3968,4348,40,84,132,174,216,540,788,910,18.676,43.1508,64.97,78.179,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,4.73344,3.5088,8.24224,7.0176,25.6,19.2,44.8,38.4,0.4,0.4,0.8,0.8,0.4,1.2,1.6,2.4,0.21316,0.22484,0.438,0.44968,11.236,23.956,35.192,47.912,0,0.356,0.356,0.712,0,0.8,0.8,1.6,0,0,0,0,0,-0.8,-0.8,-1.6,0,-0.016,-0.016,-0.032,0,-2.4,-2.4,-4.8,2,1
2018[Cd][nuc]3[ASR]1,141.8139,253.6576,467.0164,960.032,3056,5068,9030,5180,19,36,66,120,102,288,426,360,12.6194,27.12,51.1602,69,2.8561,30.8256,53.3702,91.7332,2304,2016,3552,4512,1,6,12,22,36,108,204,300,2.1904,6.66,13.616,20.276,0,-8.1,-11.3,-17.1,0,246,502,962,0,0,0,0,0,18,38,82,0,4.38,8.56,18.86,298.6296,679.3904,1056.2754,1294.8064,1176,2816,4002,4276,48,104,164,208,268,674,984,1100,20.0688,50.176,74.7996,85.8472,9.2416,16.00053333,27.50186667,24.91786667,49,86.33333333,109.6666667,95.66666667,1,2,3.666666667,3.333333333,4,11.33333333,16.66666667,14.66666667,0.5625,1.15,1.7125,1.52,54.76,157.62,229.9634853,202.090152,0,0.816666667,2.1,1.936666667,0,1.666666667,10,9.666666667,0,0,0,0,0,-1.666666667,-1,-0.666666667,0,-0.033333333,0.466666667,0.473333333,0,-6.5,-3.942813333,-2.642813333,9.2416,21.45226667,29.20426667,32.4976,49,95.66666667,137.6666667,175,1,2.666666667,3.666666667,4,7.333333333,17.33333333,24,30,0.5625,1.325,1.9025,2.295,54.76,160.615076,244.235076,305.62,0,1.05,1.54,1.47,0,5,6,3,0,0,0,0,0,1,1,-0.666666667,0,0.233333333,0.213333333,-0.06,0,-1.971406667,-5.871406667,-11.7,1,0
2018[Cd][nuc]3[ASR]2,141.8139,253.6576,467.0164,960.032,3056,5068,9030,5180,19,36,66,120,102,288,426,360,12.6194,27.12,51.1602,69,2.8561,30.8256,53.3702,91.7332,2304,2016,3552,4512,1,6,12,22,36,108,204,300,2.1904,6.66,13.616,20.276,0,-8.1,-11.3,-17.1,0,246,502,962,0,0,0,0,0,18,38,82,0,4.38,8.56,18.86,298.6296,679.3904,1056.2754,1294.8064,1176,2816,4002,4276,48,104,164,208,268,674,984,1100,20.0688,50.176,74.7996,85.8472,9.2416,16.00053333,27.50186667,24.91786667,49,86.33333333,109.6666667,95.66666667,1,2,3.666666667,3.333333333,4,11.33333333,16.66666667,14.66666667,0.5625,1.15,1.7125,1.52,54.76,157.62,229.9634853,202.090152,0,0.816666667,2.1,1.936666667,0,1.666666667,10,9.666666667,0,0,0,0,0,-1.666666667,-1,-0.666666667,0,-0.033333333,0.466666667,0.473333333,0,-6.5,-3.942813333,-2.642813333,9.2416,21.45226667,29.20426667,32.4976,49,95.66666667,137.6666667,175,1,2.666666667,3.666666667,4,7.333333333,17.33333333,24,30,0.5625,1.325,1.9025,2.295,54.76,160.615076,244.235076,305.62,0,1.05,1.54,1.47,0,5,6,3,0,0,0,0,0,1,1,-0.666666667,0,0.233333333,0.213333333,-0.06,0,-1.971406667,-5.871406667,-11.7,1,0
2018[Cd][pts]3[ASR]2,99.8677,175.0272,389.484,315.792,2832,5184,4224,1728,11,24,38,36,70,184,192,104,7.7594,19.71,25.1038,20.2356,2.8561,34.8816,17.238,28.8652,2304,2304,1152,1920,1,6,4,6,36,72,72,84,2.1904,6.4824,4.5584,6.7192,0,-10.5,-3.44,-6.94,0,240,168,248,0,0,0,0,0,24,12,22,0,4.5,2.84,4.34,253.7588,506.787,837.8408,1070.674,1238,2496,4016,4804,34,74,120,160,194,498,776,976,16.9426,39.6858,62.7832,79.7344,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,1,0
2018[Cd][sod]3[ASR]1,91.8425,165.1328,231.8712,372.096,2788,3360,5484,2016,13,24,36,48,60,144,180,144,9.1836,18.12,29.7268,27.72,2.8561,20.5504,34.476,69.8984,2304,1344,2304,3840,1,4,8,16,16,48,96,160,2.1904,4.44,9.1168,15.7472,0,-5.4,-6.88,-14.32,0,164,336,688,0,0,0,0,0,4,8,24,0,2.92,5.68,13.04,88.2007,196.146,301.0512,295.033,355,828,1134,850,14,30,46,48,76,186,256,212,5.9598,14.5838,20.8998,18.1784,9.2416,15.504,31.4336,22.192,49,84,140,91,1,2,4,3,4,12,18,14,0.5625,1.155,1.995,1.4325,54.76,167.24,255.352614,200.592614,0,0.98,1.82,1.82,0,2,8,8,0,0,0,0,0,-2,-1,-1,0,-0.04,0.34,0.34,0,-7.8,-4.90711,-4.90711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Cd][sod]3[ASR]2,91.8425,165.1328,231.8712,372.096,2788,3360,5484,2016,13,24,36,48,60,144,180,144,9.1836,18.12,29.7268,27.72,2.8561,20.5504,34.476,69.8984,2304,1344,2304,3840,1,4,8,16,16,48,96,160,2.1904,4.44,9.1168,15.7472,0,-5.4,-6.88,-14.32,0,164,336,688,0,0,0,0,0,4,8,24,0,2.92,5.68,13.04,88.2007,196.146,301.0512,295.033,355,828,1134,850,14,30,46,48,76,186,256,212,5.9598,14.5838,20.8998,18.1784,9.2416,15.504,31.4336,22.192,49,84,140,91,1,2,4,3,4,12,18,14,0.5625,1.155,1.995,1.4325,54.76,167.24,255.352614,200.592614,0,0.98,1.82,1.82,0,2,8,8,0,0,0,0,0,-2,-1,-1,0,-0.04,0.34,0.34,0,-7.8,-4.90711,-4.90711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Cd][sql]2[ASR]1,107.6887,199.2512,405.532,474.912,2874,5136,5362,2592,13,28,46,56,82,224,262,168,9.0044,22.2,32.3266,31.724,2.8561,33.5296,25.857,40.729,2304,2208,1728,1920,1,6,6,10,36,84,108,132,2.1904,6.5416,6.8376,9.028,0,-9.7,-5.16,-7.2,0,242,252,440,0,0,0,0,0,22,18,38,0,4.46,4.26,8.7,149.6588,311.916,481.6752,570.627,617,1320,1836,1824,23,48,74,92,122,300,418,442,9.8383,23.3464,33.6842,37.04,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018[Cd][sql]2[ASR]4,91.8425,165.1328,231.8712,372.096,2788,3360,5484,2016,13,24,36,48,60,144,180,144,9.1836,18.12,29.7268,27.72,2.8561,20.5504,34.476,64.22,2304,1344,2304,2688,1,4,8,16,16,48,96,128,2.1904,4.44,9.1168,13.4976,0,-5.4,-6.88,-10.96,0,164,336,712,0,0,0,0,0,4,8,32,0,2.92,5.68,14.56,330.8058,729.861,1224.7248,1592.216,1404,3216,4956,6020,50,110,184,244,294,758,1160,1376,21.9874,54.8086,86.5216,108.2132,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,10.9696,13.6,32.00213333,36.312,59,74,153.3333333,198,1,1.666666667,3.666666667,4.333333333,3.666666667,12,17,23.66666667,0.542766667,0.952233333,1.867233333,2.461433333,36.98,123.5466667,198.075076,299.0733333,0,1.083333333,1.643333333,3.19,0,2.333333333,6.333333333,7,0,0,0,0,0,-1.666666667,0,-6,0,-0.046666667,0.206666667,-0.14,0,-7.9,-5.971406667,-22.5,1,0
